LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-53, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-22,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-22,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-53, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-53, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-53, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-53, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-54, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-22,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-22,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-22,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,54:3D:37:3D:81:18,-48, WPA ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-20,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,,F4:D4:88:5B:E6:0C,-21,,0.000000,0.000000,0.000,0.000,Client
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-54, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-55, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-54, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-54, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-54, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-53, ,0.000000,0.000000,0.000,0.000,AP
2022-05-01 19:22:08,1900-01-00 00:00:00,Mysterious Room,54:3D:37:3D:81:18,-53, ,0.000000,0.000000,0.000,0.000,AP
